iter	Logloss
0	0.5936831804
1	0.49563773
2	0.438355072
3	0.3899936173
4	0.355385088
5	0.3251601296
6	0.3029639541
7	0.2833247344
8	0.2610871078
9	0.2404777966
10	0.2290234348
11	0.215537656
12	0.2079075216
13	0.2014291151
14	0.1945701216
15	0.1867811815
16	0.1827544917
17	0.1793918451
18	0.1754205452
19	0.1714562112
20	0.1687030884
21	0.165887147
22	0.1638243773
23	0.1599769172
24	0.1576447345
25	0.1558109872
26	0.1531514321
27	0.1518184578
28	0.1503212436
29	0.1485193636
30	0.1471788025
31	0.1459504415
32	0.1433676902
33	0.1420097334
34	0.1409244246
35	0.1381256621
36	0.1371094859
37	0.135957146
38	0.1354894695
39	0.1343319287
40	0.1336962449
41	0.1332548956
42	0.1325383539
43	0.1316802032
44	0.1313012826
45	0.1306661786
46	0.1299337986
47	0.1290721399
48	0.1281801178
49	0.1269886132
50	0.1265280658
51	0.125954149
52	0.1253042277
53	0.1248143564
54	0.1241662942
55	0.1226356229
56	0.1221409703
57	0.1216374673
58	0.1210799622
59	0.1207416747
60	0.1204588694
61	0.1201045741
62	0.1197471686
63	0.1190973762
64	0.1173024163
65	0.1168598798
66	0.1164862661
67	0.116022351
68	0.1154664516
69	0.1150044439
70	0.1140923494
71	0.1136749638
72	0.1133264015
73	0.1128409812
74	0.1123827793
75	0.1116945389
76	0.1111111658
77	0.1105953376
78	0.109991078
79	0.1093073148
80	0.1090217631
81	0.1087002827
82	0.1077627623
83	0.1074637597
84	0.1068259172
85	0.1064269915
86	0.1060720059
87	0.1058262524
88	0.1054380721
89	0.1052192652
90	0.1049698607
91	0.1047943545
92	0.1045370569
93	0.104034338
94	0.1036449712
95	0.1034983587
96	0.1030684773
97	0.1028223979
98	0.1025978337
99	0.1023672791
100	0.102171945
101	0.102070492
102	0.1019612255
103	0.101298027
104	0.1011619684
105	0.1010582734
106	0.1007268558
107	0.1002986422
108	0.1001640086
109	0.1000589896
110	0.09990032346
111	0.09971144589
112	0.09958072579
113	0.0993472394
114	0.09913572722
115	0.09895421131
116	0.0986488466
117	0.09850694169
118	0.09837788001
119	0.09817639094
120	0.0980040202
121	0.0977218669
122	0.09758583647
123	0.09725914308
124	0.09709501244
125	0.09704475632
126	0.09666460034
127	0.09636155021
128	0.09630251297
129	0.09609686133
130	0.09573155223
131	0.09552920722
132	0.09528293008
133	0.09514206127
134	0.09511227293
135	0.09501416022
136	0.09487905931
137	0.09477240459
138	0.09464699615
139	0.09456350446
140	0.09437414453
141	0.09423381056
142	0.09407448278
143	0.09393445235
144	0.09376407519
145	0.09361102333
146	0.09345160113
147	0.09337577899
148	0.09326759872
149	0.09290981626
150	0.0927717963
151	0.09270095071
152	0.09259191132
153	0.09248693416
154	0.09241073698
155	0.0923362744
156	0.09225095941
157	0.0921019782
158	0.09203164464
159	0.09193903002
160	0.09183047722
161	0.09170499798
162	0.09155679554
163	0.09139090833
164	0.09132249378
165	0.09121164641
166	0.09111043323
167	0.09102112449
168	0.09080884795
169	0.09075486624
170	0.09060482223
171	0.09051035608
172	0.09047589567
173	0.09037715748
174	0.09034413175
175	0.09024916274
176	0.09010431634
177	0.09007438416
178	0.08996351436
179	0.08994534834
180	0.08986685445
181	0.08983433115
182	0.0896605112
183	0.08960459975
184	0.08948276592
185	0.08942279822
186	0.08929955995
187	0.08919697212
188	0.08904959003
189	0.08890527893
190	0.08884418954
191	0.08874573216
192	0.08868313767
193	0.08858719482
194	0.08844933103
195	0.08830158991
196	0.08807582592
197	0.08793049825
198	0.08786971297
199	0.08773042417
200	0.08765117968
201	0.08762472704
202	0.0875411433
203	0.08744515739
204	0.08738798472
205	0.08714832071
206	0.08703558943
207	0.08694905437
208	0.0868065363
209	0.08671856704
210	0.08644802159
211	0.08636757104
212	0.08623407627
213	0.08608926421
214	0.08604282836
215	0.08602354239
216	0.085948861
217	0.08585661699
218	0.08581549906
219	0.08578509435
220	0.08567843982
221	0.08563326123
222	0.08553591082
223	0.08538697055
224	0.08534600394
225	0.08524810225
226	0.08518219689
227	0.08509656979
228	0.08507929088
229	0.08505002226
230	0.08495345188
231	0.08491806308
232	0.0848769836
233	0.08479257722
234	0.08462787207
235	0.08455443881
236	0.08451081075
237	0.08443806045
238	0.08438800238
239	0.0842541525
240	0.08418861909
241	0.0841079518
242	0.08404939232
243	0.08399269634
244	0.08391479563
245	0.08387008448
246	0.08380818626
247	0.08378305789
248	0.08374670025
249	0.08368916333
250	0.08357556415
251	0.08352414068
252	0.08347947407
253	0.08344858319
254	0.08343623145
255	0.08334803548
256	0.08328560479
257	0.08326605158
258	0.08317712671
259	0.08308372831
260	0.08303543667
261	0.08295773116
262	0.0828926408
263	0.08281829586
264	0.08276777882
265	0.08269705111
266	0.08263842714
267	0.08255873287
268	0.0824870126
269	0.08245916999
270	0.08240907323
271	0.08236841353
272	0.08233020262
273	0.08228964912
274	0.0822453249
275	0.08218368283
276	0.0821271709
277	0.08209708649
278	0.08196836839
279	0.08193132032
280	0.08191333713
281	0.08188330947
282	0.08179907241
283	0.08176676379
284	0.08168186563
285	0.08165506235
286	0.08132645936
287	0.08125164842
288	0.08111827636
289	0.08108407731
290	0.08103156422
291	0.08100410967
292	0.08096715569
293	0.08089552965
294	0.08082720609
295	0.08079760287
296	0.08076901826
297	0.08073043344
298	0.08068106779
299	0.08064931183
300	0.08051545536
301	0.08047925975
302	0.08041234178
303	0.08037049151
304	0.08032642634
305	0.08028985294
306	0.08020852638
307	0.08018446285
308	0.08014523244
309	0.08005488043
310	0.08000982774
311	0.07996472171
312	0.07993949773
313	0.07992555693
314	0.07986281165
315	0.07983077001
316	0.07980793588
317	0.07977299694
318	0.07973236617
319	0.07970456018
320	0.07968593216
321	0.07961170898
322	0.07957503829
323	0.07943589753
324	0.07939960707
325	0.07938197992
326	0.07930072392
327	0.07926011427
328	0.07923771548
329	0.07917426099
330	0.0791251323
331	0.07909862495
332	0.07907513972
333	0.07897237462
334	0.07893136113
335	0.0789007574
336	0.07883436472
337	0.0788092923
338	0.07879083279
339	0.07875505252
340	0.07865761897
341	0.0786224547
342	0.07858710343
343	0.07849651973
344	0.07845025742
345	0.07843448908
346	0.07841427806
347	0.07838692684
348	0.07835396359
349	0.07832222383
350	0.07821260316
351	0.07816329242
352	0.07798806131
353	0.07792770343
354	0.07790860613
355	0.0778738022
356	0.0778430861
357	0.07771805894
358	0.07764620552
359	0.07760946628
360	0.07758512009
361	0.07756759134
362	0.07752424784
363	0.07751047852
364	0.07747112256
365	0.07744365056
366	0.07743000367
367	0.07735572727
368	0.07730626066
369	0.07727052189
370	0.07722931161
371	0.0772020151
372	0.07716438586
373	0.07711979967
374	0.07708295903
375	0.0770096909
376	0.07699432598
377	0.07694426279
378	0.07689848674
379	0.07685993109
380	0.07683048724
381	0.07681054864
382	0.07676695428
383	0.07671497461
384	0.07662113096
385	0.07656275039
386	0.07652335292
387	0.07643535632
388	0.07641580496
389	0.07634653209
390	0.07631139197
391	0.07627493659
392	0.07616620636
393	0.07614440001
394	0.07600518045
395	0.07596403432
396	0.0759449539
397	0.07585274522
398	0.07583211998
399	0.07577466634
400	0.07574357973
401	0.0757169158
402	0.07566116545
403	0.07562458428
404	0.07556929286
405	0.07556110078
406	0.07552672354
407	0.07549050478
408	0.0754424714
409	0.07541101074
410	0.07536265231
411	0.07533081986
412	0.0753182165
413	0.07530668808
414	0.07527365984
415	0.0752232997
416	0.07519807807
417	0.07519284742
418	0.07515284943
419	0.07510899038
420	0.07506825575
421	0.07503095091
422	0.07500938584
423	0.07498367856
424	0.07496396592
425	0.07493886039
426	0.0749237509
427	0.07490062454
428	0.07484622429
429	0.0748273905
430	0.07479369732
431	0.07470926501
432	0.07466579135
433	0.07464212164
434	0.07460606002
435	0.07457420635
436	0.07455336355
437	0.07450231365
438	0.07447650703
439	0.07445055798
440	0.07440228409
441	0.07438576269
442	0.0743544135
443	0.07430662639
444	0.07428313165
445	0.07423686581
446	0.07418924523
447	0.07413216167
448	0.07409447805
449	0.07400161454
450	0.07396286155
451	0.07393632563
452	0.07391803947
453	0.0738907566
454	0.07387617952
455	0.07384606328
456	0.0738041234
457	0.07378751162
458	0.07377571031
459	0.07376581889
460	0.07373391907
461	0.07370210551
462	0.07367948551
463	0.07363844712
464	0.07360737243
465	0.07358820651
466	0.07358160892
467	0.07356213692
468	0.07354387967
469	0.07350219426
470	0.07346893903
471	0.07345374009
472	0.07343521985
473	0.07342975185
474	0.0733993508
475	0.07336858986
476	0.07334144433
477	0.07330219019
478	0.07329244043
479	0.07325421723
480	0.07322332496
481	0.07320033446
482	0.0731784727
483	0.07317069013
484	0.07315537919
485	0.0730891842
486	0.0730315163
487	0.07300920251
488	0.07298799946
489	0.07296338749
490	0.07293147842
491	0.07289644448
492	0.07288001948
493	0.07286696508
494	0.07280162836
495	0.07276748625
496	0.07275088928
497	0.07272592242
498	0.07270012246
499	0.07264310987
500	0.07262535278
501	0.07259563341
502	0.07256117301
503	0.07251884622
504	0.07249969803
505	0.07247647953
506	0.07242703692
507	0.07239875293
508	0.07236647869
509	0.0723231132
510	0.07228151315
511	0.07224318042
512	0.07220937531
513	0.07209192501
514	0.0720648981
515	0.07201791075
516	0.07200702767
517	0.07196234551
518	0.07192626802
519	0.07189514017
520	0.07181137235
521	0.07179879231
522	0.07179351708
523	0.07176940945
524	0.07174783979
525	0.07171825826
526	0.07170536906
527	0.07169263171
528	0.07168295285
529	0.07165756025
530	0.0716425315
531	0.07162982581
532	0.0716168234
533	0.07160679944
534	0.07160501067
535	0.07159842465
536	0.07158677968
537	0.07155283107
538	0.07151778285
539	0.07148896046
540	0.07146114103
541	0.07144149382
542	0.07141756991
543	0.07138520236
544	0.07135964596
545	0.07133048084
546	0.07130156245
547	0.07128424338
548	0.07126085705
549	0.07121691779
550	0.07119814396
551	0.07114772384
552	0.0711151901
553	0.07109231635
554	0.07105037588
555	0.07099943839
556	0.07098789032
557	0.07096664278
558	0.07094809863
559	0.07093040208
560	0.0708873313
561	0.07087838977
562	0.0708195328
563	0.07081283435
564	0.07080403382
565	0.0707744938
566	0.07076240593
567	0.07073625466
568	0.07072499308
569	0.0706886432
570	0.07064721507
571	0.07062183542
572	0.07060270824
573	0.07057074711
574	0.070554613
575	0.07041177428
576	0.07038422246
577	0.07035309621
578	0.07033679769
579	0.07031817011
580	0.07028435107
581	0.07025587332
582	0.07023175437
583	0.07019023929
584	0.07017087206
585	0.07015219161
586	0.07011900221
587	0.07010035968
588	0.07007686876
589	0.07005634896
590	0.07003398354
591	0.07001077003
592	0.06998248812
593	0.06993569209
594	0.06990742975
595	0.06988105854
596	0.06983089722
597	0.0698108047
598	0.06978769576
599	0.06977280463
600	0.06972274943
601	0.06968753618
602	0.06962641008
603	0.06960061793
604	0.06955701041
605	0.06953708048
606	0.06950945208
607	0.06948610757
608	0.06946983679
609	0.06943121245
610	0.06938747252
611	0.06936453937
612	0.06933988382
613	0.06932792129
614	0.06930391997
615	0.069261809
616	0.06919693525
617	0.0691701768
618	0.06914113047
619	0.06911499277
620	0.06910311261
621	0.06909478723
622	0.06908909305
623	0.06907501958
624	0.06904618365
625	0.06901963144
626	0.06901266944
627	0.06899891098
628	0.06897273829
629	0.0689362675
630	0.06891002335
631	0.0688796572
632	0.06886719321
633	0.06885043109
634	0.06884323597
635	0.06882908948
636	0.06881383654
637	0.06877636537
638	0.06871471556
639	0.06868089168
640	0.06863520877
641	0.06857941462
642	0.06854920691
643	0.06853340966
644	0.06851190266
645	0.06848081268
646	0.06844408812
647	0.06842531408
648	0.06840364389
649	0.06838895825
650	0.06837689006
651	0.06834643608
652	0.06833699219
653	0.06833142044
654	0.06829813999
655	0.06827349882
656	0.06824704633
657	0.06822759126
658	0.06821330732
659	0.06818601407
660	0.06817552182
661	0.06816404235
662	0.06815498947
663	0.06812288703
664	0.06810107744
665	0.06807993051
666	0.06803838558
667	0.06801445065
668	0.06799582909
669	0.06797190912
670	0.06796150436
671	0.06795358621
672	0.06790111236
673	0.0678926901
674	0.06787220845
675	0.06784961417
676	0.0678135656
677	0.06778832996
678	0.06775753263
679	0.06773065252
680	0.06771077438
681	0.06767650931
682	0.06763289111
683	0.06760773763
684	0.06755841126
685	0.06754695438
686	0.06751779101
687	0.06746766803
688	0.06743402853
689	0.06740753404
690	0.06737737692
691	0.06734991243
692	0.06732149119
693	0.06730034222
694	0.06727443069
695	0.06724558666
696	0.06721941462
697	0.06719893134
698	0.06716655625
699	0.06714305512
700	0.06713657296
701	0.06711400156
702	0.06708796766
703	0.06699432124
704	0.066960215
705	0.06693555114
706	0.06688002685
707	0.06685556974
708	0.06684114308
709	0.06682315761
710	0.06678062015
711	0.06675644517
712	0.06674603119
713	0.06671347763
714	0.06669871024
715	0.06667534122
